week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
1987-02-08,36,2706115,Broadway Bound,Broadhurst Theatre,225929,NA,31.23,NA,7235,1186,0.7625,8,0
1987-02-08,36,2706115,Cats,Winter Garden Theatre,394585,NA,35.59,NA,11087,1482,0.9351,8,0
1987-02-08,36,2706115,I'm Not Rappaport,Booth Theatre,101201,NA,24.8,NA,4080,783,0.6513,8,0
1987-02-08,36,2706115,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,148011,NA,22.45,NA,6594,1072,0.8787,7,0
1987-02-08,36,2706115,La Cage aux Folles,Palace Theatre,214973,NA,28.71,NA,7487,1683,0.5561,8,0
1987-02-08,36,2706115,Me and My Girl,Marquis Theatre,508708,NA,40.53,NA,12550,1570,0.9992,8,0
1987-02-08,36,2706115,Oh! Calcutta!,Edison Theatre,36414,NA,14.49,NA,2513,499,0.4578,11,0
1987-02-08,36,2706115,Social Security,Ethel Barrymore Theatre,76731,NA,24.65,NA,3113,1088,0.3577,8,0
1987-02-08,36,2706115,Stardust,Biltmore Theatre,32449,NA,12.48,NA,2601,890,0.5845,0,5
1987-02-08,36,2706115,Stepping Out,John Golden Theatre,76916,NA,22.27,NA,3454,801,0.539,8,0
1987-02-08,36,2706115,Sweet Charity,Minskoff Theatre,148886,NA,33.32,NA,4469,1621,0.3446,8,0
1987-02-08,36,2706115,Sweet Sue,Royale Theatre,96003,NA,26.17,NA,3668,1010,0.454,8,0
1987-02-08,36,2706115,The House of Blue Leaves,Plymouth Theatre,94746,NA,20.86,NA,4542,1025,0.5539,8,0
1987-02-08,36,2706115,The Mystery of Edwin Drood,Imperial Theatre,165554,NA,31.62,NA,5235,1425,0.4592,8,0
1987-02-15,37,3370871,42nd Street,St. James Theatre,234225,NA,32.16,NA,7284,1655,0.5502,8,0
1987-02-15,37,3370871,A Chorus Line,Sam S. Shubert Theatre,162161,NA,29.81,NA,5439,1472,0.4619,8,0
1987-02-15,37,3370871,Big River,Eugene O'Neill Theatre,171257,NA,32.97,NA,5195,1018,0.6379,8,0
1987-02-15,37,3370871,Broadway Bound,Broadhurst Theatre,241017,NA,31.73,NA,7597,1186,0.8007,8,0
1987-02-15,37,3370871,Cats,Winter Garden Theatre,423962,NA,36.69,NA,11555,1482,0.9746,8,0
1987-02-15,37,3370871,Coastal Disturbances,Circle in the Square Theatre,18407,NA,15.39,NA,1196,604,0.9901,0,2
1987-02-15,37,3370871,Death and the King's Horseman,Vivian Beaumont Theater,39389,NA,13.66,NA,2884,1108,0.6507,0,4
1987-02-15,37,3370871,I'm Not Rappaport,Booth Theatre,122342,NA,21.95,NA,5573,783,0.8897,8,0
1987-02-15,37,3370871,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,146317,NA,22.04,NA,6639,1072,0.8847,7,0
1987-02-15,37,3370871,La Cage aux Folles,Palace Theatre,292820,NA,29.67,NA,9869,1683,0.733,8,0
1987-02-15,37,3370871,Me and My Girl,Marquis Theatre,517879,NA,41.25,NA,12556,1570,0.9997,8,0
1987-02-15,37,3370871,Oh! Calcutta!,Edison Theatre,61631,NA,14.51,NA,4247,499,0.8511,10,0
1987-02-15,37,3370871,Social Security,Ethel Barrymore Theatre,112742,NA,26.75,NA,4215,1088,0.4843,8,0
1987-02-15,37,3370871,Stardust,Biltmore Theatre,56826,NA,9.39,NA,6053,890,0.8501,0,8
1987-02-15,37,3370871,Stepping Out,John Golden Theatre,107970,NA,25.77,NA,4190,801,0.6539,8,0
1987-02-15,37,3370871,Sweet Charity,Minskoff Theatre,233038,NA,34.57,NA,6741,1621,0.5198,8,0
1987-02-15,37,3370871,Sweet Sue,Royale Theatre,111654,NA,25.39,NA,4398,1010,0.5443,8,0
1987-02-15,37,3370871,The House of Blue Leaves,Plymouth Theatre,115176,NA,22.41,NA,5139,1025,0.6267,8,0
1987-02-15,37,3370871,The Mystery of Edwin Drood,Imperial Theatre,202058,NA,32.77,NA,6166,1425,0.5409,8,0
1987-02-22,38,3412369,42nd Street,St. James Theatre,199071,NA,29.37,NA,6777,1655,0.5119,8,0
1987-02-22,38,3412369,A Chorus Line,Sam S. Shubert Theatre,187139,NA,27.36,NA,6839,1472,0.5808,8,0
1987-02-22,38,3412369,Big River,Eugene O'Neill Theatre,159100,NA,29.39,NA,5413,1018,0.6647,8,0
1987-02-22,38,3412369,Broadway Bound,Broadhurst Theatre,254810,NA,30.69,NA,8302,1186,0.875,8,0
1987-02-22,38,3412369,Cats,Winter Garden Theatre,466333,NA,38.83,NA,12009,1482,1.0129,8,0
1987-02-22,38,3412369,Coastal Disturbances,Circle in the Square Theatre,73120,NA,15.94,NA,4586,604,0.9491,0,8
1987-02-22,38,3412369,Death and the King's Horseman,Vivian Beaumont Theater,65887,NA,11.76,NA,5605,1108,0.6323,0,8
1987-02-22,38,3412369,I'm Not Rappaport,Booth Theatre,121234,NA,24.33,NA,4982,783,0.7953,8,0
1987-02-22,38,3412369,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,149210,NA,21.58,NA,6914,1072,0.9214,7,0
1987-02-22,38,3412369,La Cage aux Folles,Palace Theatre,267936,NA,27.84,NA,9623,1683,0.7147,8,0
1987-02-22,38,3412369,Me and My Girl,Marquis Theatre,523579,NA,41.17,NA,12717,1570,1.0125,8,0
1987-02-22,38,3412369,Oh! Calcutta!,Edison Theatre,42593,NA,14.51,NA,2935,499,0.5347,11,0
1987-02-22,38,3412369,Social Security,Ethel Barrymore Theatre,95247,NA,23.01,NA,4139,1088,0.4755,8,0
1987-02-22,38,3412369,Stardust,Biltmore Theatre,73134,NA,14.09,NA,5191,890,0.7291,5,3
1987-02-22,38,3412369,Stepping Out,John Golden Theatre,95264,NA,23.14,NA,4116,801,0.6423,8,0
1987-02-22,38,3412369,Sweet Charity,Minskoff Theatre,195690,NA,31.03,NA,6306,1621,0.4863,8,0
1987-02-22,38,3412369,Sweet Sue,Royale Theatre,118636,NA,22.02,NA,5388,1010,0.6668,8,0
1987-02-22,38,3412369,The House of Blue Leaves,Plymouth Theatre,95920,NA,20.37,NA,4708,1025,0.5741,8,0
1987-02-22,38,3412369,The Mystery of Edwin Drood,Imperial Theatre,228466,NA,30.14,NA,7580,1425,0.6649,8,0
1987-03-01,39,3464219,42nd Street,St. James Theatre,172484,NA,30.3,NA,5692,1655,0.4299,8,0
1987-03-01,39,3464219,A Chorus Line,Sam S. Shubert Theatre,144240,NA,26.53,NA,5437,1472,0.4617,8,0
1987-03-01,39,3464219,Big River,Eugene O'Neill Theatre,121026,NA,29.31,NA,4129,1018,0.507,8,0
1987-03-01,39,3464219,Broadway Bound,Broadhurst Theatre,212667,NA,30.57,NA,6957,1186,0.7332,8,0
1987-03-01,39,3464219,Cats,Winter Garden Theatre,431363,NA,37.21,NA,11594,1482,0.9779,8,0
1987-03-01,39,3464219,Coastal Disturbances,Circle in the Square Theatre,71194,NA,15.72,NA,4530,604,0.9375,0,8
1987-03-01,39,3464219,Death and the King's Horseman,Vivian Beaumont Theater,62919,NA,13.05,NA,4820,1108,0.5438,1,7
1987-03-01,39,3464219,I'm Not Rappaport,Booth Theatre,98897,NA,25.61,NA,3861,783,0.6164,8,0
1987-03-01,39,3464219,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,140900,NA,21.43,NA,6575,1072,0.8762,7,0
1987-03-01,39,3464219,La Cage aux Folles,Palace Theatre,231394,NA,26.9,NA,8603,1683,0.639,8,0
1987-03-01,39,3464219,Les Miserables,Imperial Theatre,69690,NA,39.98,NA,1743,1752,0.9949,0,1
1987-03-01,39,3464219,Me and My Girl,Marquis Theatre,523589,NA,41.33,NA,12669,1570,1.0087,8,0
1987-03-01,39,3464219,Oh! Calcutta!,Edison Theatre,43390,NA,14.46,NA,3000,499,0.6012,10,0
1987-03-01,39,3464219,Social Security,Ethel Barrymore Theatre,77989,NA,22.16,NA,3519,1088,0.4043,8,0
1987-03-01,39,3464219,Stardust,Biltmore Theatre,47116,NA,16.39,NA,2875,890,0.4038,8,0
1987-03-01,39,3464219,Starlight Express,Gershwin Theatre,420170,NA,36.55,NA,11497,1803,0.9109,0,7
1987-03-01,39,3464219,Stepping Out,John Golden Theatre,83306,NA,20.9,NA,3986,801,0.622,8,0
1987-03-01,39,3464219,Sweet Charity,Minskoff Theatre,147815,NA,32.22,NA,4588,1621,0.3538,8,0
1987-03-01,39,3464219,Sweet Sue,Royale Theatre,97043,NA,24.59,NA,3947,1010,0.4885,8,0
1987-03-01,39,3464219,The House of Blue Leaves,Plymouth Theatre,84775,NA,19.84,NA,4272,1025,0.521,8,0
1987-03-01,39,3464219,The Mystery of Edwin Drood,Imperial Theatre,182252,NA,30.26,NA,6023,1425,0.5283,8,0
1987-03-08,40,3900301,42nd Street,St. James Theatre,185438,NA,30.86,NA,6009,1655,0.4539,8,0
1987-03-08,40,3900301,A Chorus Line,Sam S. Shubert Theatre,146694,NA,27.42,NA,5350,1472,0.4543,8,0
1987-03-08,40,3900301,Big River,Eugene O'Neill Theatre,134981,NA,29.31,NA,4606,1018,0.5656,8,0
1987-03-08,40,3900301,Broadway Bound,Broadhurst Theatre,223641,NA,29.87,NA,7486,1186,0.789,8,0
1987-03-08,40,3900301,Cats,Winter Garden Theatre,434808,NA,37.03,NA,11742,1482,0.9904,8,0
1987-03-08,40,3900301,Coastal Disturbances,Circle in the Square Theatre,63927,NA,18.03,NA,3545,604,0.7337,6,2
1987-03-08,40,3900301,Death and the King's Horseman,Vivian Beaumont Theater,70075,NA,13.86,NA,5057,1108,0.5705,8,0
1987-03-08,40,3900301,I'm Not Rappaport,Booth Theatre,101248,NA,25.12,NA,4031,783,0.6435,8,0
1987-03-08,40,3900301,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,145899,NA,22.4,NA,6514,1072,0.8681,7,0
1987-03-08,40,3900301,La Cage aux Folles,Palace Theatre,234809,NA,28.65,NA,8197,1683,0.6088,8,0
1987-03-08,40,3900301,Les Miserables,Imperial Theatre,430968,NA,35.28,NA,12216,1752,0.9961,0,7
1987-03-08,40,3900301,Me and My Girl,Marquis Theatre,518671,NA,41.29,NA,12561,1570,1.0001,8,0
1987-03-08,40,3900301,Oh! Calcutta!,Edison Theatre,41918,NA,14.43,NA,2904,499,0.582,10,0
1987-03-08,40,3900301,Social Security,Ethel Barrymore Theatre,67882,NA,24.27,NA,2797,1088,0.3213,8,0
1987-03-08,40,3900301,Stardust,Biltmore Theatre,50420,NA,15.07,NA,3346,890,0.4699,8,0
1987-03-08,40,3900301,Starlight Express,Gershwin Theatre,459626,NA,34.33,NA,13390,1803,0.9283,0,8
1987-03-08,40,3900301,Stepping Out,John Golden Theatre,91931,NA,20.62,NA,4459,801,0.6958,8,0
1987-03-08,40,3900301,Sweet Charity,Minskoff Theatre,148315,NA,33.85,NA,4382,1621,0.3379,8,0
1987-03-08,40,3900301,Sweet Sue,Royale Theatre,81991,NA,23.41,NA,3503,1010,0.4335,8,0
1987-03-08,40,3900301,The House of Blue Leaves,Plymouth Theatre,95727,NA,20.03,NA,4779,1025,0.5828,8,0
1987-03-08,40,3900301,The Mystery of Edwin Drood,Imperial Theatre,171332,NA,29.36,NA,5836,1425,0.5119,8,0
1987-03-15,41,4522505,42nd Street,St. James Theatre,209009,NA,30.02,NA,6962,1655,0.5258,8,0
1987-03-15,41,4522505,A Chorus Line,Sam S. Shubert Theatre,176982,NA,27.09,NA,6534,1472,0.5549,8,0
1987-03-15,41,4522505,Big River,Eugene O'Neill Theatre,172751,NA,29.25,NA,5905,1018,0.7251,8,0
1987-03-15,41,4522505,Blithe Spirit,Neil Simon Theatre,201931,NA,24.38,NA,8282,1366,0.7579,0,8
1987-03-15,41,4522505,Broadway Bound,Broadhurst Theatre,249826,NA,30.44,NA,8206,1186,0.8649,8,0
1987-03-15,41,4522505,Cats,Winter Garden Theatre,458417,NA,38.17,NA,12011,1482,1.0131,8,0
1987-03-15,41,4522505,Coastal Disturbances,Circle in the Square Theatre,83953,NA,18.66,NA,4499,604,0.9311,8,0
1987-03-15,41,4522505,Death and the King's Horseman,Vivian Beaumont Theater,67994,NA,14.18,NA,4796,1108,0.5411,8,0
1987-03-15,41,4522505,I'm Not Rappaport,Booth Theatre,107368,NA,25.01,NA,4293,783,0.6853,8,0
1987-03-15,41,4522505,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,154232,NA,21.86,NA,7055,1072,0.9402,7,0
1987-03-15,41,4522505,La Cage aux Folles,Palace Theatre,298706,NA,29.16,NA,10243,1683,0.7608,8,0
1987-03-15,41,4522505,Les Miserables,Imperial Theatre,408443,NA,36.59,NA,11163,1752,0.9102,4,3
1987-03-15,41,4522505,Me and My Girl,Marquis Theatre,519786,NA,40.81,NA,12736,1570,1.014,8,0
1987-03-15,41,4522505,Oh! Calcutta!,Edison Theatre,46612,NA,14.51,NA,3212,499,0.6437,10,0
1987-03-15,41,4522505,Social Security,Ethel Barrymore Theatre,80618,NA,24.69,NA,3265,1088,0.3751,8,0
1987-03-15,41,4522505,Stardust,Biltmore Theatre,45725,NA,13.86,NA,3300,890,0.4635,8,0
1987-03-15,41,4522505,Starlight Express,Gershwin Theatre,486421,NA,36.09,NA,13478,1803,0.9344,1,7
1987-03-15,41,4522505,Stepping Out,John Golden Theatre,89603,NA,21.72,NA,4126,801,0.6439,8,0
1987-03-15,41,4522505,Sweet Charity,Minskoff Theatre,189097,NA,28.85,NA,6554,1621,0.5054,8,0
1987-03-15,41,4522505,Sweet Sue,Royale Theatre,97404,NA,24.26,NA,4015,1010,0.4969,8,0
1987-03-15,41,4522505,The House of Blue Leaves,Plymouth Theatre,124759,NA,21.03,NA,5932,1025,0.7234,8,0
1987-03-15,41,4522505,The Mystery of Edwin Drood,Imperial Theatre,202868,NA,29.1,NA,6972,1425,0.6116,8,0
1987-03-15,41,4522505,The Nerd,Helen Hayes Theatre,50000,NA,16.67,NA,3000,565,0.6637,0,8
1987-03-22,42,4644462,42nd Street,St. James Theatre,244401,NA,30.67,NA,7968,1655,0.6018,8,0
1987-03-22,42,4644462,A Chorus Line,Sam S. Shubert Theatre,205955,NA,28.88,NA,7131,1472,0.6056,8,0
1987-03-22,42,4644462,Big River,Eugene O'Neill Theatre,197767,NA,30.29,NA,6529,1018,0.8017,8,0
1987-03-22,42,4644462,Blithe Spirit,Neil Simon Theatre,250908,NA,24.94,NA,10061,1366,0.9207,0,8
1987-03-22,42,4644462,Broadway Bound,Broadhurst Theatre,257370,NA,30.11,NA,8548,1186,0.9009,8,0
1987-03-22,42,4644462,Cats,Winter Garden Theatre,458465,NA,38.16,NA,12014,1482,1.0133,8,0
1987-03-22,42,4644462,Coastal Disturbances,Circle in the Square Theatre,88363,NA,20,NA,4419,604,0.9145,8,0
1987-03-22,42,4644462,Death and the King's Horseman,Vivian Beaumont Theater,77870,NA,14.03,NA,5550,1108,0.6261,8,0
1987-03-22,42,4644462,Fences,46th Street Theatre,71713,NA,13.03,NA,5504,1276,0.5392,0,8
1987-03-22,42,4644462,I'm Not Rappaport,Booth Theatre,121891,NA,25.39,NA,4800,783,0.7663,8,0
1987-03-22,42,4644462,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,152704,NA,21.41,NA,7132,1072,0.9504,7,0
1987-03-22,42,4644462,La Cage aux Folles,Palace Theatre,315316,NA,29.22,NA,10791,1683,0.8015,8,0
1987-03-22,42,4644462,Les Miserables,Imperial Theatre,442083,NA,36.06,NA,12260,1752,0.8747,8,0
1987-03-22,42,4644462,Me and My Girl,Marquis Theatre,522066,NA,40.99,NA,12735,1570,1.0139,8,0
1987-03-22,42,4644462,Oh! Calcutta!,Edison Theatre,53122,NA,14.69,NA,3616,499,0.7246,10,0
1987-03-22,42,4644462,Safe Sex,Lyceum Theatre,59461,NA,17.95,NA,3313,919,0.6008,0,6
1987-03-22,42,4644462,Social Security,Ethel Barrymore Theatre,95403,NA,22.96,NA,4155,1088,0.4774,8,0
1987-03-22,42,4644462,Stardust,Biltmore Theatre,56511,NA,15.09,NA,3744,890,0.5258,8,0
1987-03-22,42,4644462,Starlight Express,Gershwin Theatre,560619,NA,41.05,NA,13657,1803,0.9468,8,0
1987-03-22,42,4644462,Sweet Sue,Royale Theatre,112721,NA,23.85,NA,4727,1010,0.585,8,0
1987-03-22,42,4644462,The Mystery of Edwin Drood,Imperial Theatre,236060,NA,28.55,NA,8267,1425,0.7252,8,0
1987-03-22,42,4644462,The Nerd,Helen Hayes Theatre,63693,NA,14.92,NA,4270,565,0.9447,1,7
1987-03-29,43,4687880,42nd Street,St. James Theatre,253341,NA,30.67,NA,8261,1655,0.6239,8,0
1987-03-29,43,4687880,A Chorus Line,Sam S. Shubert Theatre,217665,NA,28.51,NA,7636,1472,0.6484,8,0
1987-03-29,43,4687880,Big River,Eugene O'Neill Theatre,200204,NA,29.73,NA,6733,1018,0.8267,8,0
1987-03-29,43,4687880,Blithe Spirit,Neil Simon Theatre,262249,NA,29.93,NA,8763,1366,0.8019,0,8
1987-03-29,43,4687880,Broadway Bound,Broadhurst Theatre,252460,NA,30.52,NA,8271,1186,0.8717,8,0
1987-03-29,43,4687880,Cats,Winter Garden Theatre,456244,NA,38.04,NA,11995,1482,1.0117,8,0
1987-03-29,43,4687880,Coastal Disturbances,Circle in the Square Theatre,88736,NA,19.78,NA,4487,604,0.9286,8,0
1987-03-29,43,4687880,Death and the King's Horseman,Vivian Beaumont Theater,90087,NA,15.51,NA,5809,1108,0.6553,8,0
1987-03-29,43,4687880,Fences,46th Street Theatre,93603,NA,14.09,NA,6641,1276,0.6506,5,3
1987-03-29,43,4687880,I'm Not Rappaport,Booth Theatre,124156,NA,24.7,NA,5026,783,0.8024,8,0
1987-03-29,43,4687880,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,160809,NA,22.3,NA,7211,1072,0.961,7,0
1987-03-29,43,4687880,La Cage aux Folles,Palace Theatre,301562,NA,28.29,NA,10659,1683,0.7917,8,0
1987-03-29,43,4687880,Les Miserables,Imperial Theatre,497175,NA,35.43,NA,14033,1752,1.0012,8,0
1987-03-29,43,4687880,Me and My Girl,Marquis Theatre,522787,NA,41.06,NA,12733,1570,1.0138,8,0
1987-03-29,43,4687880,Oh! Calcutta!,Edison Theatre,48911,NA,14.67,NA,3334,499,0.6681,10,0
1987-03-29,43,4687880,Safe Sex,Lyceum Theatre,73027,NA,18.18,NA,4016,919,0.5462,0,8
1987-03-29,43,4687880,Stardust,Biltmore Theatre,53538,NA,12.61,NA,4247,890,0.5965,8,0
1987-03-29,43,4687880,Starlight Express,Gershwin Theatre,566860,NA,41.23,NA,13750,1803,0.9533,8,0
1987-03-29,43,4687880,Sweet Sue,Royale Theatre,113585,NA,22.07,NA,5146,1010,0.6369,8,0
1987-03-29,43,4687880,The Mystery of Edwin Drood,Imperial Theatre,242434,NA,25.97,NA,9335,1425,0.8189,8,0
1987-03-29,43,4687880,The Nerd,Helen Hayes Theatre,68447,NA,16.69,NA,4101,565,0.9073,8,0
1987-04-05,44,4530629,42nd Street,St. James Theatre,223142,NA,31.54,NA,7075,1655,0.5344,8,0
1987-04-05,44,4530629,A Chorus Line,Sam S. Shubert Theatre,175255,NA,29.17,NA,6009,1472,0.5103,8,0
1987-04-05,44,4530629,A Month of Sundays,Ritz Theatre,35612,NA,13.24,NA,2690,954,0.4028,0,7
1987-04-05,44,4530629,Barbara Cook: A Concert for the Theatre,Ambassador Theatre,21746,NA,19.11,NA,1138,1120,0.2032,0,5
1987-04-05,44,4530629,Big River,Eugene O'Neill Theatre,174520,NA,29.68,NA,5881,1018,0.7221,8,0
1987-04-05,44,4530629,Blithe Spirit,Neil Simon Theatre,230126,NA,25.72,NA,8946,1366,0.8186,8,0
1987-04-05,44,4530629,Broadway Bound,Broadhurst Theatre,230439,NA,30.47,NA,7564,1186,0.7972,8,0
1987-04-05,44,4530629,Cats,Winter Garden Theatre,459422,NA,38.25,NA,12012,1482,1.0132,8,0
1987-04-05,44,4530629,Coastal Disturbances,Circle in the Square Theatre,85557,NA,19.81,NA,4319,604,0.8938,8,0
1987-04-05,44,4530629,Fences,46th Street Theatre,149041,NA,15.65,NA,9522,1276,0.9328,8,0
1987-04-05,44,4530629,I'm Not Rappaport,Booth Theatre,113889,NA,25.38,NA,4488,783,0.7165,8,0
1987-04-05,44,4530629,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,149377,NA,22.97,NA,6503,1072,0.8666,7,0
1987-04-05,44,4530629,La Cage aux Folles,Palace Theatre,261045,NA,31.09,NA,8397,1683,0.6237,8,0
1987-04-05,44,4530629,Les Miserables,Imperial Theatre,502070,NA,35.87,NA,13997,1752,0.9986,8,0
1987-04-05,44,4530629,Me and My Girl,Marquis Theatre,520629,NA,40.88,NA,12735,1570,1.0139,8,0
1987-04-05,44,4530629,Oh! Calcutta!,Edison Theatre,45116,NA,14.58,NA,3094,499,0.62,10,0
1987-04-05,44,4530629,Safe Sex,Lyceum Theatre,50910,NA,19.45,NA,2618,919,0.3561,1,7
1987-04-05,44,4530629,Stardust,Biltmore Theatre,39443,NA,13.89,NA,2839,890,0.3987,8,0
1987-04-05,44,4530629,Starlight Express,Gershwin Theatre,544463,NA,41.57,NA,13097,1803,0.908,8,0
1987-04-05,44,4530629,Sweet Sue,Royale Theatre,88788,NA,22.4,NA,3963,1058,0.4682,8,0
1987-04-05,44,4530629,The Mikado,Virginia Theatre,106550,NA,19.62,NA,5430,1204,0.5637,5,3
1987-04-05,44,4530629,The Musical Comedy Murders of 1940,Longacre Theatre,50704,NA,13.71,NA,3698,1096,0.5623,0,6
1987-04-05,44,4530629,The Mystery of Edwin Drood,Imperial Theatre,211794,NA,26.97,NA,7853,1425,0.6889,8,0
1987-04-05,44,4530629,The Nerd,Helen Hayes Theatre,60991,NA,19.24,NA,3170,565,0.7013,8,0
1987-04-12,45,4730970,42nd Street,St. James Theatre,219136,NA,31.68,NA,6917,1583,0.5462,8,0
1987-04-12,45,4730970,A Chorus Line,Sam S. Shubert Theatre,196883,NA,28.93,NA,6806,1472,0.578,8,0
1987-04-12,45,4730970,A Month of Sundays,Ritz Theatre,45645,NA,16.9,NA,2701,954,0.3539,0,8
1987-04-12,45,4730970,Barbara Cook: A Concert for the Theatre,Ambassador Theatre,37760,NA,19.18,NA,1969,1120,0.2511,0,7
1987-04-12,45,4730970,Big River,Eugene O'Neill Theatre,176984,NA,30.51,NA,5800,1018,0.7122,8,0
1987-04-12,45,4730970,Blithe Spirit,Neil Simon Theatre,257968,NA,31.64,NA,8153,1366,0.7461,8,0
1987-04-12,45,4730970,Broadway Bound,Broadhurst Theatre,217821,NA,30.32,NA,7184,1186,0.7572,8,0
1987-04-12,45,4730970,Cats,Winter Garden Theatre,457478,NA,38.03,NA,12029,1482,1.0146,8,0
1987-04-12,45,4730970,Coastal Disturbances,Circle in the Square Theatre,71373,NA,20.21,NA,3531,604,0.7308,8,0
1987-04-12,45,4730970,Fences,46th Street Theatre,172871,NA,23.91,NA,7230,1276,0.7083,8,0
1987-04-12,45,4730970,I'm Not Rappaport,Booth Theatre,112529,NA,24.98,NA,4504,783,0.719,8,0
1987-04-12,45,4730970,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,144876,NA,22.75,NA,6367,1072,0.8485,7,0
1987-04-12,45,4730970,La Cage aux Folles,Palace Theatre,242371,NA,34.62,NA,7000,1683,0.5199,8,0
1987-04-12,45,4730970,Les Miserables,Imperial Theatre,499403,NA,35.66,NA,14004,1752,0.9991,8,0
1987-04-12,45,4730970,Me and My Girl,Marquis Theatre,518908,NA,40.82,NA,12712,1570,1.0121,8,0
1987-04-12,45,4730970,Oh! Calcutta!,Edison Theatre,46212,NA,14.56,NA,3173,499,0.6359,10,0
1987-04-12,45,4730970,Safe Sex,Lyceum Theatre,71664,NA,24.1,NA,2973,919,0.4044,8,0
1987-04-12,45,4730970,Sleight of Hand,Cort Theatre,70548,NA,12.13,NA,5814,1084,0.6704,0,8
1987-04-12,45,4730970,Stardust,Biltmore Theatre,36969,NA,14.14,NA,2614,890,0.3671,8,0
1987-04-12,45,4730970,Starlight Express,Gershwin Theatre,543671,NA,41.48,NA,13106,1803,0.9086,8,0
1987-04-12,45,4730970,Sweet Sue,Royale Theatre,91255,NA,23.62,NA,3863,1058,0.4564,8,0
1987-04-12,45,4730970,The Mikado,Virginia Theatre,112846,NA,22.2,NA,5084,1204,0.5278,8,0
1987-04-12,45,4730970,The Musical Comedy Murders of 1940,Longacre Theatre,82681,NA,15.31,NA,5399,1096,0.6158,8,0
1987-04-12,45,4730970,The Mystery of Edwin Drood,Imperial Theatre,211671,NA,28.51,NA,7425,1425,0.6513,8,0
1987-04-12,45,4730970,The Nerd,Helen Hayes Theatre,55774,NA,18.47,NA,3020,565,0.6681,8,0
1987-04-12,45,4730970,The Regard of Flight,Vivian Beaumont Theater,35673,NA,14.42,NA,2474,1090,0.2837,1,7
1987-04-19,46,5483530,42nd Street,St. James Theatre,278714,NA,29.94,NA,9308,1583,0.735,8,0
1987-04-19,46,5483530,A Chorus Line,Sam S. Shubert Theatre,277880,NA,29.46,NA,9434,1472,0.8011,8,0
1987-04-19,46,5483530,A Month of Sundays,Ritz Theatre,51164,NA,20.71,NA,2471,954,0.3238,4,4
1987-04-19,46,5483530,All My Sons,John Golden Theatre,16769,NA,15.24,NA,1100,793,0.2774,0,5
1987-04-19,46,5483530,Asinamali!,Jack Lawrence Theatre,19601,NA,16.91,NA,1159,499,0.2903,0,8
1987-04-19,46,5483530,Barbara Cook: A Concert for the Theatre,Ambassador Theatre,56052,NA,25.91,NA,2163,1120,0.2759,6,1
1987-04-19,46,5483530,Big River,Eugene O'Neill Theatre,227038,NA,31.24,NA,7267,1018,0.8923,8,0
1987-04-19,46,5483530,Blithe Spirit,Neil Simon Theatre,244886,NA,30.2,NA,8108,1366,0.7419,8,0
1987-04-19,46,5483530,Broadway Bound,Broadhurst Theatre,237255,NA,29.14,NA,8143,1186,0.8582,8,0
1987-04-19,46,5483530,Cats,Winter Garden Theatre,460563,NA,38.28,NA,12032,1482,1.0148,8,0
1987-04-19,46,5483530,Coastal Disturbances,Circle in the Square Theatre,67827,NA,19.91,NA,3406,604,0.7049,8,0
1987-04-19,46,5483530,Fences,46th Street Theatre,219869,NA,25.6,NA,8590,1276,0.8415,8,0
1987-04-19,46,5483530,I'm Not Rappaport,Booth Theatre,128475,NA,24.89,NA,5161,783,0.8239,8,0
1987-04-19,46,5483530,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,159597,NA,22.53,NA,7085,1072,0.9442,7,0
1987-04-19,46,5483530,La Cage aux Folles,Palace Theatre,295196,NA,27.73,NA,10647,1683,0.7908,8,0
1987-04-19,46,5483530,Les Miserables,Imperial Theatre,503821,NA,36,NA,13996,1752,0.9986,8,0
1987-04-19,46,5483530,Me and My Girl,Marquis Theatre,525419,NA,41.25,NA,12736,1570,1.014,8,0
1987-04-19,46,5483530,Oh! Calcutta!,Edison Theatre,61538,NA,15.69,NA,3922,499,0.9825,8,0
1987-04-19,46,5483530,Pygmalion,Plymouth Theatre,166859,NA,26.24,NA,6359,1102,0.7213,0,8
1987-04-19,46,5483530,Sleight of Hand,Cort Theatre,78776,NA,14.3,NA,5509,1084,0.6353,0,8
1987-04-19,46,5483530,Stardust,Biltmore Theatre,57866,NA,16.01,NA,3615,890,0.5077,8,0
